Type,Code,Description,Injury,Injury Dx
D,W51XXXD,"Accidental strike or bumped into by another person, subs    ",C, 
D,W51XXXS,"Accidental strike or bumped into by another person, sequela ",C, 
D,W52XXXD,"Crushd/pushd/stepd on by crowd or human stampede, subs      ",C, 
D,W52XXXS,"Crushd/pushd/stepd on by crowd or human stampede, sequela   ",C, 
D,W5301XD,"Bitten by mouse, subsequent encounter                       ",C, 
D,W5301XS,"Bitten by mouse, sequela                                    ",C, 
D,W5309XD,"Other contact with mouse, subsequent encounter              ",C, 
D,W5309XS,"Other contact with mouse, sequela                           ",C, 
D,W5311XD,"Bitten by rat, subsequent encounter                         ",C, 
D,W5311XS,"Bitten by rat, sequela                                      ",C, 
D,W5319XD,"Other contact with rat, subsequent encounter                ",C, 
D,W5319XS,"Other contact with rat, sequela                             ",C, 
D,W5321XD,"Bitten by squirrel, subsequent encounter                    ",C, 
D,W5321XS,"Bitten by squirrel, sequela                                 ",C, 
D,W5329XD,"Other contact with squirrel, subsequent encounter           ",C, 
D,W5329XS,"Other contact with squirrel, sequela                        ",C, 
D,W5381XD,"Bitten by other rodent, subsequent encounter                ",C, 
D,W5381XS,"Bitten by other rodent, sequela                             ",C, 
D,W5389XD,"Other contact with other rodent, subsequent encounter       ",C, 
D,W5389XS,"Other contact with other rodent, sequela                    ",C, 
D,W540XXD,"Bitten by dog, subsequent encounter                         ",C, 
D,W540XXS,"Bitten by dog, sequela                                      ",C, 
D,W541XXD,"Struck by dog, subsequent encounter                         ",C, 
D,W541XXS,"Struck by dog, sequela                                      ",C, 
D,W548XXD,"Other contact with dog, subsequent encounter                ",C, 
D,W548XXS,"Other contact with dog, sequela                             ",C, 
D,W5501XD,"Bitten by cat, subsequent encounter                         ",C, 
D,W5501XS,"Bitten by cat, sequela                                      ",C, 
D,W5503XD,"Scratched by cat, subsequent encounter                      ",C, 
D,W5503XS,"Scratched by cat, sequela                                   ",C, 
D,W5509XD,"Other contact with cat, subsequent encounter                ",C, 
D,W5509XS,"Other contact with cat, sequela                             ",C, 
D,W5511XD,"Bitten by horse, subsequent encounter                       ",C, 
D,W5511XS,"Bitten by horse, sequela                                    ",C, 
D,W5512XD,"Struck by horse, subsequent encounter                       ",C, 
D,W5512XS,"Struck by horse, sequela                                    ",C, 
D,W5519XD,"Other contact with horse, subsequent encounter              ",C, 
D,W5519XS,"Other contact with horse, sequela                           ",C, 
D,W5521XD,"Bitten by cow, subsequent encounter                         ",C, 
D,W5521XS,"Bitten by cow, sequela                                      ",C, 
D,W5522XD,"Struck by cow, subsequent encounter                         ",C, 
D,W5522XS,"Struck by cow, sequela                                      ",C, 
D,W5529XD,"Other contact with cow, subsequent encounter                ",C, 
D,W5529XS,"Other contact with cow, sequela                             ",C, 
D,W5531XD,"Bitten by other hoof stock, subsequent encounter            ",C, 
D,W5531XS,"Bitten by other hoof stock, sequela                         ",C, 
D,W5532XD,"Struck by other hoof stock, subsequent encounter            ",C, 
D,W5532XS,"Struck by other hoof stock, sequela                         ",C, 
D,W5539XD,"Other contact with other hoof stock, subsequent encounter   ",C, 
D,W5539XS,"Other contact with other hoof stock, sequela                ",C, 
D,W5541XD,"Bitten by pig, subsequent encounter                         ",C, 
D,W5541XS,"Bitten by pig, sequela                                      ",C, 
D,W5542XD,"Struck by pig, subsequent encounter                         ",C, 
D,W5542XS,"Struck by pig, sequela                                      ",C, 
D,W5549XD,"Other contact with pig, subsequent encounter                ",C, 
D,W5549XS,"Other contact with pig, sequela                             ",C, 
D,W5551XD,"Bitten by raccoon, subsequent encounter                     ",C, 
D,W5551XS,"Bitten by raccoon, sequela                                  ",C, 
D,W5552XD,"Struck by raccoon, subsequent encounter                     ",C, 
D,W5552XS,"Struck by raccoon, sequela                                  ",C, 
D,W5559XD,"Other contact with raccoon, subsequent encounter            ",C, 
D,W5559XS,"Other contact with raccoon, sequela                         ",C, 
D,W5581XD,"Bitten by other mammals, subsequent encounter               ",C, 
D,W5581XS,"Bitten by other mammals, sequela                            ",C, 
D,W5582XD,"Struck by other mammals, subsequent encounter               ",C, 
D,W5582XS,"Struck by other mammals, sequela                            ",C, 
D,W5589XD,"Other contact with other mammals, subsequent encounter      ",C, 
D,W5589XS,"Other contact with other mammals, sequela                   ",C, 
D,W5601XD,"Bitten by dolphin, subsequent encounter                     ",C, 
D,W5601XS,"Bitten by dolphin, sequela                                  ",C, 
D,W5602XD,"Struck by dolphin, subsequent encounter                     ",C, 
D,W5602XS,"Struck by dolphin, sequela                                  ",C, 
D,W5609XD,"Other contact with dolphin, subsequent encounter            ",C, 
D,W5609XS,"Other contact with dolphin, sequela                         ",C, 
D,W5611XD,"Bitten by sea lion, subsequent encounter                    ",C, 
D,W5611XS,"Bitten by sea lion, sequela                                 ",C, 
D,W5612XD,"Struck by sea lion, subsequent encounter                    ",C, 
D,W5612XS,"Struck by sea lion, sequela                                 ",C, 
D,W5619XD,"Other contact with sea lion, subsequent encounter           ",C, 
D,W5619XS,"Other contact with sea lion, sequela                        ",C, 
D,W5621XD,"Bitten by orca, subsequent encounter                        ",C, 
D,W5621XS,"Bitten by orca, sequela                                     ",C, 
D,W5622XD,"Struck by orca, subsequent encounter                        ",C, 
D,W5622XS,"Struck by orca, sequela                                     ",C, 
D,W5629XD,"Other contact with orca, subsequent encounter               ",C, 
D,W5629XS,"Other contact with orca, sequela                            ",C, 
D,W5631XD,"Bitten by other marine mammals, subsequent encounter        ",C, 
D,W5631XS,"Bitten by other marine mammals, sequela                     ",C, 
D,W5632XD,"Struck by other marine mammals, subsequent encounter        ",C, 
D,W5632XS,"Struck by other marine mammals, sequela                     ",C, 
D,W5639XD,"Other contact with other marine mammals, subs encntr        ",C, 
D,W5639XS,"Other contact with other marine mammals, sequela            ",C, 
D,W5641XD,"Bitten by shark, subsequent encounter                       ",C, 
D,W5641XS,"Bitten by shark, sequela                                    ",C, 
D,W5642XD,"Struck by shark, subsequent encounter                       ",C, 
D,W5642XS,"Struck by shark, sequela                                    ",C, 
D,W5649XD,"Other contact with shark, subsequent encounter              ",C, 
D,W5649XS,"Other contact with shark, sequela                           ",C, 
D,W5651XD,"Bitten by other fish, subsequent encounter                  ",C, 
D,W5651XS,"Bitten by other fish, sequela                               ",C, 
D,W5652XD,"Struck by other fish, subsequent encounter                  ",C, 
D,W5652XS,"Struck by other fish, sequela                               ",C, 
D,W5659XD,"Other contact with other fish, subsequent encounter         ",C, 
D,W5659XS,"Other contact with other fish, sequela                      ",C, 
D,W5681XD,"Bitten by other nonvenomous marine animals, subs encntr     ",C, 
D,W5681XS,"Bitten by other nonvenomous marine animals, sequela         ",C, 
D,W5682XD,"Struck by other nonvenomous marine animals, subs encntr     ",C, 
D,W5682XS,"Struck by other nonvenomous marine animals, sequela         ",C, 
D,W5689XD,"Oth contact with oth nonvenomous marine animals, subs encntr",C, 
D,W5689XS,"Other contact with other nonvenomous marine animals, sequela",C, 
D,W57XXXD,"Bit/stung by nonvenom insect & oth nonvenom arthropods, subs",C, 
D,W57XXXS,"Bit/stung by nonvenom insect & oth nonvenom arthropods, sqla",C, 
D,W5801XD,"Bitten by alligator, subsequent encounter                   ",C, 
D,W5801XS,"Bitten by alligator, sequela                                ",C, 
D,W5802XD,"Struck by alligator, subsequent encounter                   ",C, 
D,W5802XS,"Struck by alligator, sequela                                ",C, 
D,W5803XD,"Crushed by alligator, subsequent encounter                  ",C, 
D,W5803XS,"Crushed by alligator, sequela                               ",C, 
D,W5809XD,"Other contact with alligator, subsequent encounter          ",C, 
D,W5809XS,"Other contact with alligator, sequela                       ",C, 
D,W5811XD,"Bitten by crocodile, subsequent encounter                   ",C, 
D,W5811XS,"Bitten by crocodile, sequela                                ",C, 
D,W5812XD,"Struck by crocodile, subsequent encounter                   ",C, 
D,W5812XS,"Struck by crocodile, sequela                                ",C, 
D,W5813XD,"Crushed by crocodile, subsequent encounter                  ",C, 
D,W5813XS,"Crushed by crocodile, sequela                               ",C, 
D,W5819XD,"Other contact with crocodile, subsequent encounter          ",C, 
D,W5819XS,"Other contact with crocodile, sequela                       ",C, 
D,W5901XD,"Bitten by nonvenomous lizards, subsequent encounter         ",C, 
D,W5901XS,"Bitten by nonvenomous lizards, sequela                      ",C, 
D,W5902XD,"Struck by nonvenomous lizards, subsequent encounter         ",C, 
D,W5902XS,"Struck by nonvenomous lizards, sequela                      ",C, 
D,W5909XD,"Other contact with nonvenomous lizards, subsequent encounter",C, 
D,W5909XS,"Other contact with nonvenomous lizards, sequela             ",C, 
D,W5911XD,"Bitten by nonvenomous snake, subsequent encounter           ",C, 
D,W5911XS,"Bitten by nonvenomous snake, sequela                        ",C, 
D,W5912XD,"Struck by nonvenomous snake, subsequent encounter           ",C, 
D,W5912XS,"Struck by nonvenomous snake, sequela                        ",C, 
D,W5913XD,"Crushed by nonvenomous snake, subsequent encounter          ",C, 
D,W5913XS,"Crushed by nonvenomous snake, sequela                       ",C, 
D,W5919XD,"Other contact with nonvenomous snake, subsequent encounter  ",C, 
D,W5919XS,"Other contact with nonvenomous snake, sequela               ",C, 
D,W5921XD,"Bitten by turtle, subsequent encounter                      ",C, 
D,W5921XS,"Bitten by turtle, sequela                                   ",C, 
D,W5922XD,"Struck by turtle, subsequent encounter                      ",C, 
D,W5922XS,"Struck by turtle, sequela                                   ",C, 
D,W5929XD,"Other contact with turtle, subsequent encounter             ",C, 
D,W5929XS,"Other contact with turtle, sequela                          ",C, 
D,W5981XD,"Bitten by other nonvenomous reptiles, subsequent encounter  ",C, 
D,W5981XS,"Bitten by other nonvenomous reptiles, sequela               ",C, 
D,W5982XD,"Struck by other nonvenomous reptiles, subsequent encounter  ",C, 
D,W5982XS,"Struck by other nonvenomous reptiles, sequela               ",C, 
D,W5983XD,"Crushed by other nonvenomous reptiles, subsequent encounter ",C, 
D,W5983XS,"Crushed by other nonvenomous reptiles, sequela              ",C, 
D,W5989XD,"Other contact with other nonvenomous reptiles, subs encntr  ",C, 
D,W5989XS,"Other contact with other nonvenomous reptiles, sequela      ",C, 
D,W60XXXD,"Cntct w nonvenom plant thorns & spines & sharp leaves, subs ",C, 
D,W60XXXS,"Cntct w nonvenom plant thorns & spines & sharp leaves, sqla ",C, 
D,W6101XD,"Bitten by parrot, subsequent encounter                      ",C, 
D,W6101XS,"Bitten by parrot, sequela                                   ",C, 
D,W6102XD,"Struck by parrot, subsequent encounter                      ",C, 
D,W6102XS,"Struck by parrot, sequela                                   ",C, 
D,W6109XD,"Other contact with parrot, subsequent encounter             ",C, 
D,W6109XS,"Other contact with parrot, sequela                          ",C, 
D,W6111XD,"Bitten by macaw, subsequent encounter                       ",C, 
D,W6111XS,"Bitten by macaw, sequela                                    ",C, 
D,W6112XD,"Struck by macaw, subsequent encounter                       ",C, 
D,W6112XS,"Struck by macaw, sequela                                    ",C, 
D,W6119XD,"Other contact with macaw, subsequent encounter              ",C, 
D,W6119XS,"Other contact with macaw, sequela                           ",C, 
D,W6121XD,"Bitten by other psittacines, subsequent encounter           ",C, 
D,W6121XS,"Bitten by other psittacines, sequela                        ",C, 
D,W6122XD,"Struck by other psittacines, subsequent encounter           ",C, 
D,W6122XS,"Struck by other psittacines, sequela                        ",C, 
D,W6129XD,"Other contact with other psittacines, subsequent encounter  ",C, 
D,W6129XS,"Other contact with other psittacines, sequela               ",C, 
D,W6132XD,"Struck by chicken, subsequent encounter                     ",C, 
D,W6132XS,"Struck by chicken, sequela                                  ",C, 
D,W6133XD,"Pecked by chicken, subsequent encounter                     ",C, 
D,W6133XS,"Pecked by chicken, sequela                                  ",C, 
D,W6139XD,"Other contact with chicken, subsequent encounter            ",C, 
D,W6139XS,"Other contact with chicken, sequela                         ",C, 
D,W6142XD,"Struck by turkey, subsequent encounter                      ",C, 
D,W6142XS,"Struck by turkey, sequela                                   ",C, 
D,W6143XD,"Pecked by turkey, subsequent encounter                      ",C, 
D,W6143XS,"Pecked by turkey, sequela                                   ",C, 
D,W6149XD,"Other contact with turkey, subsequent encounter             ",C, 
D,W6149XS,"Other contact with turkey, sequela                          ",C, 
D,W6151XD,"Bitten by goose, subsequent encounter                       ",C, 
D,W6151XS,"Bitten by goose, sequela                                    ",C, 
D,W6152XD,"Struck by goose, subsequent encounter                       ",C, 
D,W6152XS,"Struck by goose, sequela                                    ",C, 
D,W6159XD,"Other contact with goose, subsequent encounter              ",C, 
D,W6159XS,"Other contact with goose, sequela                           ",C, 
D,W6161XD,"Bitten by duck, subsequent encounter                        ",C, 
D,W6161XS,"Bitten by duck, sequela                                     ",C, 
D,W6162XD,"Struck by duck, subsequent encounter                        ",C, 
D,W6162XS,"Struck by duck, sequela                                     ",C, 
D,W6169XD,"Other contact with duck, subsequent encounter               ",C, 
D,W6169XS,"Other contact with duck, sequela                            ",C, 
D,W6191XD,"Bitten by other birds, subsequent encounter                 ",C, 
D,W6191XS,"Bitten by other birds, sequela                              ",C, 
D,W6192XD,"Struck by other birds, subsequent encounter                 ",C, 
D,W6192XS,"Struck by other birds, sequela                              ",C, 
D,W6199XD,"Other contact with other birds, subsequent encounter        ",C, 
D,W6199XS,"Other contact with other birds, sequela                     ",C, 
D,W620XXD,"Contact with nonvenomous frogs, subsequent encounter        ",C, 
D,W620XXS,"Contact with nonvenomous frogs, sequela                     ",C, 
D,W621XXD,"Contact with nonvenomous toads, subsequent encounter        ",C, 
D,W621XXS,"Contact with nonvenomous toads, sequela                     ",C, 
D,W629XXD,"Contact with other nonvenomous amphibians, subs encntr      ",C, 
D,W629XXS,"Contact with other nonvenomous amphibians, sequela          ",C, 
D,W64XXXD,"Exposure to other animate mechanical forces, subs encntr    ",C, 
D,W64XXXS,"Exposure to other animate mechanical forces, sequela        ",C, 
D,W65XXXD,"Accidental drowning and submersion while in bath-tub, subs  ",C, 
D,W65XXXS,"Accidental drown while in bath-tub, sequela                 ",C, 
D,W67XXXD,"Accidental drown while in swimming-pool, subs               ",C, 
D,W67XXXS,"Accidental drown while in swimming-pool, sequela            ",C, 
D,W69XXXD,"Accidental drown while in natural water, subs               ",C, 
D,W69XXXS,"Accidental drown while in natural water, sequela            ",C, 
D,W73XXXD,"Oth cause of accidental non-transport drown, subs           ",C, 
D,W73XXXS,"Oth cause of accidental non-transport drown, sequela        ",C, 
D,W74XXXD,"Unsp cause of accidental drowning and submersion, subs      ",C, 
D,W74XXXS,"Unsp cause of accidental drowning and submersion, sequela   ",C, 
D,W85XXXD,"Exposure to electric transmission lines, subs encntr        ",C, 
D,W85XXXS,"Exposure to electric transmission lines, sequela            ",C, 
D,W860XXD,"Exposure to domestic wiring and appliances, subs encntr     ",C, 
D,W860XXS,"Exposure to domestic wiring and appliances, sequela         ",C, 
D,W861XXD,"Expsr to industr wiring, appliances & electrical mach, subs ",C, 
D,W861XXS,"Expsr to industr wiring, appliances & electrical mach, sqla ",C, 
D,W868XXD,"Exposure to other electric current, subsequent encounter    ",C, 
D,W868XXS,"Exposure to other electric current, sequela                 ",C, 
D,W880XXD,"Exposure to X-rays, subsequent encounter                    ",C, 
D,W880XXS,"Exposure to X-rays, sequela                                 ",C, 
D,W881XXD,"Exposure to radioactive isotopes, subsequent encounter      ",C, 
D,W881XXS,"Exposure to radioactive isotopes, sequela                   ",C, 
D,W888XXD,"Exposure to other ionizing radiation, subsequent encounter  ",C, 
D,W888XXS,"Exposure to other ionizing radiation, sequela               ",C, 
D,W890XXD,"Exposure to welding light (arc), subsequent encounter       ",C, 
D,W890XXS,"Exposure to welding light (arc), sequela                    ",C, 
D,W891XXD,"Exposure to tanning bed, subsequent encounter               ",C, 
D,W891XXS,"Exposure to tanning bed, sequela                            ",C, 
D,W898XXD,"Exposure to oth man-made visible and ultraviolet light, subs",C, 
D,W898XXS,"Expsr to oth man-made visible and ultraviolet light, sequela",C, 
D,W899XXD,"Expsr to unsp man-made visible and ultraviolet light, subs  ",C, 
D,W899XXS,"Expsr to unsp man-made visible and ultraviolet light, sqla  ",C, 
D,W900XXD,"Exposure to radiofrequency, subsequent encounter            ",C, 
D,W900XXS,"Exposure to radiofrequency, sequela                         ",C, 
D,W901XXD,"Exposure to infrared radiation, subsequent encounter        ",C, 
D,W901XXS,"Exposure to infrared radiation, sequela                     ",C, 
D,W902XXD,"Exposure to laser radiation, subsequent encounter           ",C, 
D,W902XXS,"Exposure to laser radiation, sequela                        ",C, 
D,W908XXD,"Exposure to other nonionizing radiation, subs encntr        ",C, 
D,W908XXS,"Exposure to other nonionizing radiation, sequela            ",C, 
D,W92XXXD,"Exposure to excessive heat of man-made origin, subs encntr  ",C, 
D,W92XXXS,"Exposure to excessive heat of man-made origin, sequela      ",C, 
D,W9301XD,"Contact with dry ice, subsequent encounter                  ",C, 
D,W9301XS,"Contact with dry ice, sequela                               ",C, 
D,W9302XD,"Inhalation of dry ice, subsequent encounter                 ",C, 
D,W9302XS,"Inhalation of dry ice, sequela                              ",C, 
D,W9311XD,"Contact with liquid air, subsequent encounter               ",C, 
D,W9311XS,"Contact with liquid air, sequela                            ",C, 
D,W9312XD,"Inhalation of liquid air, subsequent encounter              ",C, 
D,W9312XS,"Inhalation of liquid air, sequela                           ",C, 
D,W932XXD,"Prolonged exposure in deep freeze unit or refrigerator, subs",C, 
D,W932XXS,"Prolonged exposure in deep freeze unit or refrig, sequela   ",C, 
D,W938XXD,"Exposure to oth excessive cold of man-made origin, subs     ",C, 
D,W938XXS,"Exposure to other excessive cold of man-made origin, sequela",C, 
D,W940XXD,"Exposure to prolonged high air pressure, subs encntr        ",C, 
D,W940XXS,"Exposure to prolonged high air pressure, sequela            ",C, 
D,W9411XD,"Expsr to resdnce or prolonged visit at high altitude, subs  ",C, 
D,W9411XS,"Expsr to resdnce or prolonged visit at high altitude, sqla  ",C, 
D,W9412XD,"Exposure to other prolonged low air pressure, subs encntr   ",C, 
D,W9412XS,"Exposure to other prolonged low air pressure, sequela       ",C, 
D,W9421XD,"Expsr to rdct in atmos pressr wh surfc fr dp-watr div, subs ",C, 
D,W9421XS,"Expsr to rdct in atmos pressr wh surfc fr dp-watr div, sqla ",C, 
D,W9422XD,"Expsr to rdct in atmos pressr wh surfc fr underground, subs ",C, 
D,W9422XS,"Expsr to rdct in atmos pressr wh surfc fr underground, sqla ",C, 
D,W9423XD,"Expsr to chng in air pressure in arcrft during ascent, subs ",C, 
D,W9423XS,"Expsr to chng in air pressr in arcrft during ascent, sequela",C, 
D,W9429XD,"Expsr to oth rapid changes in air pressr during ascent, subs",C, 
D,W9429XS,"Expsr to oth rapid changes in air pressr during ascent, sqla",C, 
D,W9431XD,"Expsr to chng in air pressure in arcrft during descent, subs",C, 
D,W9431XS,"Expsr to chng in air pressr in arcrft during descent, sqla  ",C, 
D,W9432XD,"Expsr to high air pressure from rapid descent in water, subs",C, 
D,W9432XS,"Expsr to high air pressr from rapid descent in water, sqla  ",C, 
D,W9439XD,"Expsr to oth rapid changes in air pressr dur descent, subs  ",C, 
D,W9439XS,"Expsr to oth rapid changes in air pressr dur descent, sqla  ",C, 
D,W99XXXD,"Exposure to oth man-made environmental factors, subs encntr ",C, 
D,W99XXXS,"Exposure to other man-made environmental factors, sequela   ",C, 
D,X000XXD,"Exposure to flames in uncontrolled fire in bldg, subs       ",C, 
D,X000XXS,"Exposure to flames in uncontrolled fire in bldg, sequela    ",C, 
D,X001XXD,"Exposure to smoke in uncontrolled fire in bldg, subs        ",C, 
D,X001XXS,"Exposure to smoke in uncontrolled fire in bldg, sequela     ",C, 
D,X002XXD,"Injury due to collapse of burn bldg in uncntrld fire, subs  ",C, 
D,X002XXS,"Injury due to collapse of burn bldg in uncntrld fire, sqla  ",C, 
D,X003XXD,"Fall from burning bldg in uncontrolled fire, subs           ",C, 
D,X003XXS,"Fall from burning bldg in uncontrolled fire, sequela        ",C, 
D,X004XXD,"Hit by object from burning bldg in uncontrolled fire, subs  ",C, 
D,X004XXS,"Hit by object from burning bldg in uncntrld fire, sequela   ",C, 
D,X005XXD,"Jump from burning bldg in uncontrolled fire, subs           ",C, 
D,X005XXS,"Jump from burning bldg in uncontrolled fire, sequela        ",C, 
D,X008XXD,"Oth exposure to uncontrolled fire in bldg, subs             ",C, 
D,X008XXS,"Oth exposure to uncontrolled fire in bldg, sequela          ",C, 
D,X010XXD,"Exposure to flames in uncontrolled fire, not in bldg, subs  ",C, 
D,X010XXS,"Exposure to flames in uncntrld fire, not in bldg, sequela   ",C, 
D,X011XXD,"Exposure to smoke in uncontrolled fire, not in bldg, subs   ",C, 
D,X011XXS,"Exposure to smoke in uncontrolled fire, not in bldg, sequela",C, 
D,X013XXD,"Fall due to uncontrolled fire, not in bldg, subs            ",C, 
D,X013XXS,"Fall due to uncontrolled fire, not in bldg, sequela         ",C, 
D,X014XXD,"Hit by object due to uncontrolled fire, not in bldg, subs   ",C, 
D,X014XXS,"Hit by object due to uncontrolled fire, not in bldg, sequela",C, 
D,X018XXD,"Oth exposure to uncontrolled fire, not in bldg, subs        ",C, 
D,X018XXS,"Oth exposure to uncontrolled fire, not in bldg, sequela     ",C, 
D,X020XXD,"Exposure to flames in controlled fire in bldg, subs         ",C, 
D,X020XXS,"Exposure to flames in controlled fire in bldg, sequela      ",C, 
D,X021XXD,"Exposure to smoke in controlled fire in bldg, subs          ",C, 
D,X021XXS,"Exposure to smoke in controlled fire in bldg, sequela       ",C, 
D,X022XXD,"Injury due to collapse of burning bldg in ctrl fire, subs   ",C, 
D,X022XXS,"Injury due to collapse of burning bldg in ctrl fire, sequela",C, 
D,X023XXD,"Fall from burning bldg in controlled fire, subs             ",C, 
D,X023XXS,"Fall from burning bldg in controlled fire, sequela          ",C, 
D,X024XXD,"Hit by object from burning bldg in controlled fire, subs    ",C, 
D,X024XXS,"Hit by object from burning bldg in controlled fire, sequela ",C, 
D,X025XXD,"Jump from burning bldg in controlled fire, subs             ",C, 
D,X025XXS,"Jump from burning bldg in controlled fire, sequela          ",C, 
D,X028XXD,"Oth exposure to controlled fire in bldg, subs               ",C, 
D,X028XXS,"Oth exposure to controlled fire in bldg, sequela            ",C, 
D,X030XXD,"Exposure to flames in controlled fire, not in bldg, subs    ",C, 
D,X030XXS,"Exposure to flames in controlled fire, not in bldg, sequela ",C, 
D,X031XXD,"Exposure to smoke in controlled fire, not in bldg, subs     ",C, 
D,X031XXS,"Exposure to smoke in controlled fire, not in bldg, sequela  ",C, 
D,X033XXD,"Fall due to controlled fire, not in bldg, subs              ",C, 
D,X033XXS,"Fall due to controlled fire, not in bldg, sequela           ",C, 
D,X034XXD,"Hit by object due to controlled fire, not in bldg, subs     ",C, 
D,X034XXS,"Hit by object due to controlled fire, not in bldg, sequela  ",C, 
D,X038XXD,"Oth exposure to controlled fire, not in bldg, subs          ",C, 
D,X038XXS,"Oth exposure to controlled fire, not in bldg, sequela       ",C, 
D,X04XXXD,"Exposure to ignition of highly flammable material, subs     ",C, 
D,X04XXXS,"Exposure to ignition of highly flammable material, sequela  ",C, 
D,X05XXXD,"Exposure to ignition or melting of nightwear, subs encntr   ",C, 
D,X05XXXS,"Exposure to ignition or melting of nightwear, sequela       ",C, 
D,X060XXD,"Exposure to ignition of plastic jewelry, subs encntr        ",C, 
D,X060XXS,"Exposure to ignition of plastic jewelry, sequela            ",C, 
D,X061XXD,"Exposure to melting of plastic jewelry, subsequent encounter",C, 
D,X061XXS,"Exposure to melting of plastic jewelry, sequela             ",C, 
D,X062XXD,"Exposure to ignition of oth clothing and apparel, subs      ",C, 
D,X062XXS,"Exposure to ignition of other clothing and apparel, sequela ",C, 
D,X063XXD,"Exposure to melting of oth clothing and apparel, subs encntr",C, 
D,X063XXS,"Exposure to melting of other clothing and apparel, sequela  ",C, 
D,X0800XD,"Exposure to bed fire due to unsp burning material, subs     ",C, 
D,X0800XS,"Exposure to bed fire due to unsp burning material, sequela  ",C, 
D,X0801XD,"Exposure to bed fire due to burning cigarette, subs encntr  ",C, 
D,X0801XS,"Exposure to bed fire due to burning cigarette, sequela      ",C, 
D,X0809XD,"Exposure to bed fire due to oth burning material, subs      ",C, 
D,X0809XS,"Exposure to bed fire due to other burning material, sequela ",C, 
D,X0810XD,"Exposure to sofa fire due to unsp burning material, subs    ",C, 
D,X0810XS,"Exposure to sofa fire due to unsp burning material, sequela ",C, 
D,X0811XD,"Exposure to sofa fire due to burning cigarette, subs encntr ",C, 
D,X0811XS,"Exposure to sofa fire due to burning cigarette, sequela     ",C, 
D,X0819XD,"Exposure to sofa fire due to oth burning material, subs     ",C, 
D,X0819XS,"Exposure to sofa fire due to other burning material, sequela",C, 
D,X0820XD,"Expsr to oth furniture fire due to unsp burn material, subs ",C, 
D,X0820XS,"Expsr to oth furniture fire due to unsp burn material, sqla ",C, 
D,X0821XD,"Expsr to oth furniture fire due to burning cigarette, subs  ",C, 
D,X0821XS,"Expsr to oth furniture fire due to burn cigarette, sequela  ",C, 
D,X0829XD,"Expsr to oth furniture fire due to oth burn material, subs  ",C, 
D,X0829XS,"Expsr to oth furniture fire due to oth burn material, sqla  ",C, 
D,X088XXD,"Exposure to oth smoke, fire and flames, subs encntr         ",C, 
D,X088XXS,"Exposure to other specified smoke, fire and flames, sequela ",C, 
D,X100XXD,"Contact with hot drinks, subsequent encounter               ",C, 
D,X100XXS,"Contact with hot drinks, sequela                            ",C, 
D,X101XXD,"Contact with hot food, subsequent encounter                 ",C, 
D,X101XXS,"Contact with hot food, sequela                              ",C, 
D,X102XXD,"Contact with fats and cooking oils, subsequent encounter    ",C, 
D,X102XXS,"Contact with fats and cooking oils, sequela                 ",C, 
D,X110XXD,"Contact with hot water in bath or tub, subsequent encounter ",C, 
D,X110XXS,"Contact with hot water in bath or tub, sequela              ",C, 
D,X111XXD,"Contact with running hot water, subsequent encounter        ",C, 
D,X111XXS,"Contact with running hot water, sequela                     ",C, 
D,X118XXD,"Contact with other hot tap-water, subsequent encounter      ",C, 
D,X118XXS,"Contact with other hot tap-water, sequela                   ",C, 
D,X12XXXD,"Contact with other hot fluids, subsequent encounter         ",C, 
D,X12XXXS,"Contact with other hot fluids, sequela                      ",C, 
D,X130XXD,"Inhalation of steam and other hot vapors, subs encntr       ",C, 
D,X130XXS,"Inhalation of steam and other hot vapors, sequela           ",C, 
D,X131XXD,"Other contact with steam and other hot vapors, subs encntr  ",C, 
D,X131XXS,"Other contact with steam and other hot vapors, sequela      ",C, 
D,X140XXD,"Inhalation of hot air and gases, subsequent encounter       ",C, 
D,X140XXS,"Inhalation of hot air and gases, sequela                    ",C, 
D,X141XXD,"Other contact with hot air and other hot gases, subs encntr ",C, 
D,X141XXS,"Other contact with hot air and other hot gases, sequela     ",C, 
D,X150XXD,"Contact with hot stove (kitchen), subsequent encounter      ",C, 
D,X150XXS,"Contact with hot stove (kitchen), sequela                   ",C, 
D,X151XXD,"Contact with hot toaster, subsequent encounter              ",C, 
D,X151XXS,"Contact with hot toaster, sequela                           ",C, 
D,X152XXD,"Contact with hotplate, subsequent encounter                 ",C, 
D,X152XXS,"Contact with hotplate, sequela                              ",C, 
D,X153XXD,"Contact with hot saucepan or skillet, subsequent encounter  ",C, 
D,X153XXS,"Contact with hot saucepan or skillet, sequela               ",C, 
D,X158XXD,"Contact with other hot household appliances, subs encntr    ",C, 
D,X158XXS,"Contact with other hot household appliances, sequela        ",C, 
D,X16XXXD,"Contact w hot heating appliances, radiators and pipes, subs ",C, 
D,X16XXXS,"Cntct w hot heating appliances, radiators and pipes, sequela",C, 
D,X17XXXD,"Contact with hot engines, machinery and tools, subs encntr  ",C, 
D,X17XXXS,"Contact with hot engines, machinery and tools, sequela      ",C, 
D,X18XXXD,"Contact with other hot metals, subsequent encounter         ",C, 
D,X18XXXS,"Contact with other hot metals, sequela                      ",C, 
D,X19XXXD,"Contact with other heat and hot substances, subs encntr     ",C, 
D,X19XXXS,"Contact with other heat and hot substances, sequela         ",C, 
